StandortNr,Kennzeich,NameNr,Art_Dtsch,Art_Bot,Gattung,ALK_Nr4st,StrName,HausNr,Pflanzjahr,Standalter,KroneDurch,Stammumfg,BaumHoehe,BEZIRK,Eigentuemer,alias,Zusatz
67,02289,Kaiserin-Augusta-Allee,AHORNBLÄTTRIGE PLATANE,PLATANUS ACERIFOLIA,PLATANUS,5033,Kaiserin-Augusta-Allee,49,1971,45,12,180,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__777969,
194,02732,Leibnizstraße,WINTER-LINDE,TILIA CORDATA,TILIA,3,Leibnizstraße,,1994,22,7,85,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__778506,
2,02732,Leibnizstraße,WINTER-LINDE,TILIA CORDATA,TILIA,195,Leibnizstraße,,1999,17,4,55,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__778507,
7,02732,Leibnizstraße,WINTER-LINDE,TILIA CORDATA,TILIA,207,Leibnizstraße,,2008,8,4,50,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__778514,
9,02732,Leibnizstraße,WINTER-LINDE,TILIA CORDATA,TILIA,188,Leibnizstraße,,1989,27,5,75,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__778516,
20,02877,Lüdtgeweg,KRIM-LINDE,TILIA EUCHLORA,TILIA,20,Lüdtgeweg,,1960,56,7,135,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__778635,
13,02944,Marchstraße,WINTER-LINDE,TILIA CORDATA,TILIA,26,Marchstraße,,1946,70,11,165,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__778712,
18,02944,Marchstraße,WINTER-LINDE,TILIA CORDATA,TILIA,21,Marchstraße,,1953,63,11,160,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__778713,
22,02944,Marchstraße,WINTER-LINDE,TILIA CORDATA,TILIA,17,Marchstraße,,1953,63,11,150,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__778714,
28,02944,Marchstraße,WINTER-LINDE,TILIA CORDATA,TILIA,11,Marchstraße,,1946,70,11,170,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__778715,
32,02944,Marchstraße,WINTER-LINDE,TILIA CORDATA,TILIA,7,Marchstraße,,1985,31,9,115,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__778716,
12,03128,Morsestraße,WINTER-LINDE,TILIA CORDATA,TILIA,12,Morsestraße,4,1988,28,12,110,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__778886,
14,03266,Nordhauser Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,56,Nordhauser Straße,31,1999,17,5,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779007,
16,03266,Nordhauser Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,82,Nordhauser Straße,31,2007,9,2,35,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779008,
25,03266,Nordhauser Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,90,Nordhauser Straße,35,2008,8,1,35,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779009,
33,03266,Nordhauser Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,94,Nordhauser Straße,38,2008,8,2,30,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779011,
39,03266,Nordhauser Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,115,Nordhauser Straße,1,2009,7,1,35,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779012,
44,03266,Nordhauser Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,119,Nordhauser Straße,,2010,6,,35,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779013,
47,03266,Nordhauser Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,116,Nordhauser Straße,4,2009,7,1,25,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779014,
51,03266,Nordhauser Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,109,Nordhauser Straße,7,2008,8,1,40,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779015,
58,03266,Nordhauser Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,22,Nordhauser Straße,9,1995,21,5,55,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779016,
64,03266,Nordhauser Straße,PYRAMIDEN-HAINBUCHE,CARPINUS BETULUS FASTIGIATA',CARPINUS,122,Nordhauser Straße,12A,2011,5,,30,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779017,
11,03366,Otto-Suhr-Allee,SILBER-LINDE,TILIA TOMENTOSA,TILIA,11,Otto-Suhr-Allee,19,1992,24,8,90,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779113,
128,03366,Otto-Suhr-Allee,SILBER-LINDE,TILIA TOMENTOSA,TILIA,128,Otto-Suhr-Allee,108,1953,63,14,180,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779115,
147,03366,Otto-Suhr-Allee,SILBER-LINDE,TILIA TOMENTOSA,TILIA,146,Otto-Suhr-Allee,66,1946,70,11,175,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779116,
155,03366,Otto-Suhr-Allee,SILBER-LINDE,TILIA TOMENTOSA,TILIA,154,Otto-Suhr-Allee,52,1946,70,12,180,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779117,
173,03366,Otto-Suhr-Allee,SPITZ-AHORN,ACER PLATANOIDES,ACER,172,Otto-Suhr-Allee,34,1926,90,10,190,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__779118,
178,03366,Otto-Suhr-Allee,SILBER-LINDE,TILIA TOMENTOSA,TILIA,177,Otto-Suhr-Allee,26-28,1933,83,11,210,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779119,
19,03366,Otto-Suhr-Allee,SILBER-LINDE,TILIA TOMENTOSA,TILIA,19,Otto-Suhr-Allee,31,1953,63,9,180,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779120,
191,03366,Otto-Suhr-Allee,SILBER-LINDE,TILIA TOMENTOSA,TILIA,190,Otto-Suhr-Allee,6-16,1986,30,7,85,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779121,
2,03366,Otto-Suhr-Allee,SILBER-LINDE,TILIA TOMENTOSA,TILIA,2,Otto-Suhr-Allee,3-5,1973,43,9,115,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779122,
41,03366,Otto-Suhr-Allee,SILBER-LINDE,TILIA TOMENTOSA,TILIA,41,Otto-Suhr-Allee,65,1953,63,7,180,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779123,
47,03366,Otto-Suhr-Allee,SILBER-LINDE,TILIA TOMENTOSA,TILIA,47,Otto-Suhr-Allee,73,1946,70,12,200,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779124,
49,03366,Otto-Suhr-Allee,SILBER-LINDE,TILIA TOMENTOSA,TILIA,49,Otto-Suhr-Allee,77,1953,63,10,150,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__779125,
54,03366,Otto-Suhr-Allee,WINTER-LINDE,TILIA CORDATA,TILIA,54,Otto-Suhr-Allee,87,1991,25,9,85,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779126,
59,03366,Otto-Suhr-Allee,SILBER-LINDE,TILIA TOMENTOSA,TILIA,59,Otto-Suhr-Allee,95,1946,70,12,180,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__779127,
63,03366,Otto-Suhr-Allee,SILBER-LINDE,TILIA TOMENTOSA,TILIA,63,Otto-Suhr-Allee,101,1953,63,12,170,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__779128,
64,03366,Otto-Suhr-Allee,SILBER-LINDE,TILIA TOMENTOSA,TILIA,64,Otto-Suhr-Allee,103,1953,63,11,160,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779129,
11,03403,Pascalstraße,WINTER-LINDE,TILIA CORDATA,TILIA,11,Pascalstraße,8,1990,26,5,65,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779149,
25,03403,Pascalstraße,WINTER-LINDE,TILIA CORDATA,TILIA,25,Pascalstraße,13-14,1990,26,5,75,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779150,
36,03403,Pascalstraße,WINTER-LINDE,TILIA CORDATA,TILIA,36,Pascalstraße,13-14,1990,26,5,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779151,
41,03403,Pascalstraße,WINTER-LINDE,TILIA CORDATA,TILIA,41,Pascalstraße,16,1960,56,12,140,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__779152,
48,03403,Pascalstraße,WINTER-LINDE,TILIA CORDATA,TILIA,48,Pascalstraße,19,1966,50,11,130,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__779153,
6,03403,Pascalstraße,WINTER-LINDE,TILIA CORDATA,TILIA,6,Pascalstraße,4,1960,56,15,150,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__779154,
12,03571,Quedlinburger Straße,KAISER-LINDE,TILIA INTERMEDIA PALLIDA',TILIA,50,Quedlinburger Straße,43-15,1988,28,8,95,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779339,
3,03571,Quedlinburger Straße,KAISER-LINDE,TILIA INTERMEDIA PALLIDA',TILIA,41,Quedlinburger Straße,45,1988,28,7,90,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779340,
43,03571,Quedlinburger Straße,BERG-AHORN -  WEISS-AHORN,ACER PSEUDOPLATANUS,ACER,7,Quedlinburger Straße,2,1972,44,8,110,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779341,
45,03571,Quedlinburger Straße,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,9,Quedlinburger Straße,2,1990,26,6,75,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779342,
61,03571,Quedlinburger Straße,WINTER-LINDE,TILIA CORDATA,TILIA,25,Quedlinburger Straße,18,1977,39,11,135,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779343,
62,03571,Quedlinburger Straße,WINTER-LINDE,TILIA CORDATA,TILIA,26,Quedlinburger Straße,20,1978,38,9,115,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__779344,
63,03571,Quedlinburger Straße,HÄNGENDE SILBER-LINDE,TILIA PETIOLARIS,TILIA,27,Quedlinburger Straße,22,1926,90,15,230,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__779345,
72,03571,Quedlinburger Straße,WINTER-LINDE,TILIA CORDATA,TILIA,36,Quedlinburger Straße,24,1990,26,6,85,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779346,
30,03697,Richard-Wagner-Straße,FÄCHERBLATTBAUM,GINKGO BILOBA,GINKGO,87,Richard-Wagner-Straße,52,1978,38,10,140,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__779512,
34,03697,Richard-Wagner-Straße,KRIM-LINDE,TILIA EUCHLORA,TILIA,34,Richard-Wagner-Straße,44,1977,39,8,130,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779513,
45,03697,Richard-Wagner-Straße,SÄULENFÖRMIGER SPITZ-AHORN,ACER PLATANOIDES COLUMNARE',ACER,88,Richard-Wagner-Straße,,2003,13,3,50,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779514,
59,03697,Richard-Wagner-Straße,FÄCHERBLATTBAUM,GINKGO BILOBA,GINKGO,58,Richard-Wagner-Straße,ggü. 13,1984,32,5,75,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779515,
1,03748,Röntgenstraße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,1,Röntgenstraße,,1986,30,10,145,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__779531,
5,03748,Röntgenstraße,BIRKEN-PAPPEL,POPULUS SIMONII,POPULUS,23,Röntgenstraße,,2003,13,5,80,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__779532,
26,03875,Salzufer,GEWÖHNLICHE ESCHE,FRAXINUS EXCELSIOR,FRAXINUS,19,Salzufer,,1980,36,10,180,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__779654,
4,03875,Salzufer,GEWÖHNLICHE ESCHE,FRAXINUS EXCELSIOR,FRAXINUS,4,Salzufer,,2003,13,5,40,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779655,
17,04119,Seestraße,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,17,Seestraße,,1985,31,11,115,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779819,
2,04119,Seestraße,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,11,Seestraße,,1987,29,11,100,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779820,
4,04119,Seestraße,JAPANISCHER SCHNURBAUM - PAGODENBAUM,SOPHORA JAPONICA,SOPHORA,20,Seestraße,,2007,9,2,25,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779821,
29,04202,Sömmeringstraße,WINTER-LINDE,TILIA CORDATA,TILIA,29,Sömmeringstraße,42,1977,39,9,140,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__779896,
3,04202,Sömmeringstraße,SILBER-LINDE,TILIA TOMENTOSA,TILIA,3,Sömmeringstraße,4,1990,26,5,65,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779897,
67,04202,Sömmeringstraße,WINTER-LINDE,TILIA CORDATA,TILIA,67,Sömmeringstraße,ggü. 8,1995,21,3,50,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__779900,
1,04540,Treseburger Straße,ECHTER ROTDORN,CRATAEGUS LAEVIGATA PAUL'S SCARLET',CRATAEGUS,9,Treseburger Straße,7,1985,31,6,85,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780243,
16,04540,Treseburger Straße,ECHTER ROTDORN,CRATAEGUS LAEVIGATA PAUL'S SCARLET',CRATAEGUS,11,Treseburger Straße,8,1986,30,9,90,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780244,
11,04749,Wegelystraße,AMERIKANISCHE ROT-EICHE,QUERCUS RUBRA,QUERCUS,24,Wegelystraße,,2004,12,4,45,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780392,
18,04749,Wegelystraße,AMERIKANISCHE ROT-EICHE,QUERCUS RUBRA,QUERCUS,17,Wegelystraße,,2004,12,5,40,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780393,
33,04749,Wegelystraße,AMERIKANISCHE ROT-EICHE,QUERCUS RUBRA,QUERCUS,2,Wegelystraße,,2006,10,3,40,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780394,
34,04749,Wegelystraße,AMERIKANISCHE ROT-EICHE,QUERCUS RUBRA,QUERCUS,1,Wegelystraße,,2006,10,4,50,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780395,
35,04749,Wegelystraße,JAPANISCHER SCHNURBAUM - PAGODENBAUM,SOPHORA JAPONICA,SOPHORA,35,Wegelystraße,,2006,10,6,80,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780396,
6,04749,Wegelystraße,AMERIKANISCHE ROT-EICHE,QUERCUS RUBRA,QUERCUS,29,Wegelystraße,,2004,12,6,40,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780397,
3,04803,Wernigeroder Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,15,Wernigeroder Straße,23,1988,28,10,120,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__780433,
35,04803,Wernigeroder Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,21,Wernigeroder Straße,24,2000,16,3,45,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780434,
8,04803,Wernigeroder Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,10,Wernigeroder Straße,21,1988,28,13,115,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__780435,
16,04905,Wintersteinstraße,FÄCHERBLATTBAUM,GINKGO BILOBA,GINKGO,13,Wintersteinstraße,,1991,25,6,60,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__780593,
22,04905,Wintersteinstraße,FÄCHERBLATTBAUM,GINKGO BILOBA,GINKGO,7,Wintersteinstraße,,1991,25,4,50,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780594,
24,04905,Wintersteinstraße,FÄCHERBLATTBAUM,GINKGO BILOBA,GINKGO,5,Wintersteinstraße,,1991,25,5,50,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__780595,
30,04905,Wintersteinstraße,FÄCHERBLATTBAUM,GINKGO BILOBA,GINKGO,,Wintersteinstraße,,1987,29,5,65,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780596,
7,05016,Zillestraße,WINTER-LINDE,TILIA CORDATA,TILIA,7,Zillestraße,,1986,30,8,110,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780673,
8,05016,Zillestraße,WINTER-LINDE,TILIA CORDATA,TILIA,8,Zillestraße,41-63,1987,29,5,65,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780674,
11,05134,Lise-Meitner-Straße,FÄCHERBLATTBAUM,GINKGO BILOBA,GINKGO,24,Lise-Meitner-Straße,,1979,37,8,140,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__780687,
12,05134,Lise-Meitner-Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,23,Lise-Meitner-Straße,,1978,38,14,120,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__780688,
20,05134,Lise-Meitner-Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,15,Lise-Meitner-Straße,,1984,32,10,80,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__780689,
25,05134,Lise-Meitner-Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,10,Lise-Meitner-Straße,,1991,25,5,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780690,
31,05134,Lise-Meitner-Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,52,Lise-Meitner-Straße,,1984,32,13,90,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__780691,
34,05134,Lise-Meitner-Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,49,Lise-Meitner-Straße,,1991,25,6,55,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780692,
35,05134,Lise-Meitner-Straße,SPITZ-AHORN,ACER PLATANOIDES,ACER,48,Lise-Meitner-Straße,,1987,29,7,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780693,
6,05307,Iburger Ufer,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,4,Iburger Ufer,,1984,32,7,100,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__780696,
112,05410,Straße des 17.Juni,WINTER-LINDE,TILIA CORDATA,TILIA,219,Straße des 17. Juni,114,1960,56,9,140,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__780699,
118,05410,Straße des 17.Juni,WINTER-LINDE,TILIA CORDATA,TILIA,93,Straße des 17. Juni,110,1960,56,11,140,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__780700,
121A,05410,Straße des 17.Juni,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,208,Straße des 17. Juni,110,2008,8,3,25,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780701,
124,05410,Straße des 17.Juni,WINTER-LINDE,TILIA CORDATA,TILIA,108,Straße des 17. Juni,108,1953,63,13,160,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__780702,
30,05410,Straße des 17.Juni,WINTER-LINDE,TILIA CORDATA,TILIA,307,Straße des 17. Juni,118,2011,5,2,25,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780718,
37,05410,Straße des 17.Juni,WINTER-LINDE,TILIA CORDATA,TILIA,104,Straße des 17. Juni,,1953,63,5,150,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__780719,
38,05410,Straße des 17.Juni,WINTER-LINDE,TILIA CORDATA,TILIA,102,Straße des 17. Juni,,1953,63,14,155,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__780720,
44,05410,Straße des 17.Juni,WINTER-LINDE,TILIA CORDATA,TILIA,88,Straße des 17. Juni,,1960,56,11,135,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__780721,
44/2,05410,Straße des 17.Juni,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,212,Straße des 17. Juni,,2008,8,3,40,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780722,
4,05420,Heckerdamm,SPITZ-AHORN,ACER PLATANOIDES,ACER,98,Heckerdamm,177,1977,39,12,160,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__780738,
5,05565,Schwanenfeldstraße,SOMMER-EICHE - STIEL-EICHE,QUERCUS ROBUR,QUERCUS,10,Schwanenfeldstraße,4,1980,36,11,110,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__780749,
12,05679,Heisenbergstraße,WINTER-LINDE,TILIA CORDATA,TILIA,12,Heisenbergstraße,ggü. 14,1988,28,5,65,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780769,
16,05679,Heisenbergstraße,WINTER-LINDE,TILIA CORDATA,TILIA,16,Heisenbergstraße,ggü. 10,1988,28,4,55,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780770,
13,05703,Kucharskistraße,WINTER-LINDE,TILIA CORDATA,TILIA,13,Kucharskistraße,,1990,26,7,85,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__780771,
2,05704,Schlesingerstraße,WINTER-LINDE,TILIA CORDATA,TILIA,2,Schlesingerstraße,,1989,27,5,75,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780772,
4,05704,Schlesingerstraße,WINTER-LINDE,TILIA CORDATA,TILIA,4,Schlesingerstraße,,1989,27,4,70,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780773,
5,05704,Schlesingerstraße,WINTER-LINDE,TILIA CORDATA,TILIA,5,Schlesingerstraße,,1989,27,5,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780774,
1,06984,Goslarer Platz,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,1,Goslarer Platz,,1965,51,14,220,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__780854,
27,06984,Goslarer Platz,GEMEINE ROSSKASTANIE,AESCULUS HIPPOCASTANUM,AESCULUS,27,Goslarer Platz,,1987,29,7,75,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__780855,
31,06984,Goslarer Platz,PURPUR-KASTANIE - ROTBLÜHENDE ROSSKASTANIE,AESCULUS CARNEA,AESCULUS,31,Goslarer Platz,,1991,25,10,80,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780856,
32,06984,Goslarer Platz,PURPUR-KASTANIE - ROTBLÜHENDE ROSSKASTANIE,AESCULUS CARNEA,AESCULUS,32,Goslarer Platz,,1987,29,8,85,12,Charlottenburg-Wilmersdorf,Land Berlin,F3__780857,
9,06984,Goslarer Platz,PURPUR-KASTANIE - ROTBLÜHENDE ROSSKASTANIE,AESCULUS CARNEA,AESCULUS,51,Goslarer Platz,,2003,13,5,40,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780858,
1,07128,Richard-Wagner-Platz,SPITZ-AHORN,ACER PLATANOIDES,ACER,4,Richard-Wagner-Platz,,1987,29,6,70,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__780979,
16,08958,Hannah-Karminski-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,25,Hannah-Karminski-Straße,,2004,12,5,45,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781056,
17,08958,Hannah-Karminski-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,24,Hannah-Karminski-Straße,,2004,12,5,45,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781057,
23,08958,Hannah-Karminski-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,18,Hannah-Karminski-Straße,,2004,12,5,45,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781058,
26,08958,Hannah-Karminski-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,15,Hannah-Karminski-Straße,,2004,12,4,45,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781059,
8,08958,Hannah-Karminski-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,6,Hannah-Karminski-Straße,,2004,12,5,45,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781060,
1,09234,Margarete-Kühn-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,1,Margarete-Kühn-Straße,2,2003,13,5,55,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781063,
19,09234,Margarete-Kühn-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,19,Margarete-Kühn-Straße,,2003,13,5,50,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781064,
2,09234,Margarete-Kühn-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,2,Margarete-Kühn-Straße,2,2003,13,5,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781065,
3,09234,Margarete-Kühn-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,3,Margarete-Kühn-Straße,2,2003,13,5,65,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781066,
6,09234,Margarete-Kühn-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,6,Margarete-Kühn-Straße,2,2003,13,5,50,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781067,
16,09240,Otto-Dibelius-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,13,Otto-Dibelius-Straße,,2003,13,5,45,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781068,
2,09240,Otto-Dibelius-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,27,Otto-Dibelius-Straße,,2003,13,5,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781069,
20,09240,Otto-Dibelius-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,9,Otto-Dibelius-Straße,,2003,13,4,45,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781070,
22,09240,Otto-Dibelius-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,7,Otto-Dibelius-Straße,1,2003,13,4,55,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781071,
3,09240,Otto-Dibelius-Str.,WINTER-LINDE,TILIA CORDATA,TILIA,26,Otto-Dibelius-Straße,,2003,13,4,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781072,
11,09419,Clara-von-Simson-Straße,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,11,Clara-von-Simson-Straße,,1995,21,4,60,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781073,
4,09419,Clara-von-Simson-Straße,WINTER - LINDE GREENSPIRE',TILIA CORDATA GREENSPIRE',TILIA,4,Clara-von-Simson-Straße,10d-10f,1995,21,4,70,7,Charlottenburg-Wilmersdorf,Land Berlin,F3__781074,
80,02609,Krumme Straße,ECHTE ORNAES-BIRKE,BETULA PENDULA CRISPA',BETULA,92,Krumme Straße,,1974,42,6,70,17,Charlottenburg-Wilmersdorf,Land Berlin,F3__781108,
29,01929,Helmholtzstraße,KLEINKRONIGE WINTER-LINDE,TILIA CORDATA RANCHO',TILIA,49,Helmholtzstraße,23,2015,1,2,20,4,Charlottenburg-Wilmersdorf,Land Berlin,F3__781110,
