SEGM_SEGM,STST_STR,STOR_NAME,ORTSTL,RVA_TYP,SORVT_TYP,HOTLINK,LAENGE,B_PFLICHT,alias,SEGM_BEZ
40550029_40550028.01,Kaiserin-Augusta-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x003292/index.htm" TARGET="VMS">Fotos</a>,7,nein,04-000968,
40550028_40550030.01,Kaiserin-Augusta-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x003293/index.htm" TARGET="VMS">Fotos</a>,12.9,nein,04-000969,
40550028_40550030.01,Kaiserin-Augusta-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x003294/index.htm" TARGET="VMS">Fotos</a>,119.9,nein,04-000970,
40550028_40550030.01,Kaiserin-Augusta-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x003295/index.htm" TARGET="VMS">Fotos</a>,12.9,nein,04-000971,
40550030_40550031.01,Kaiserin-Augusta-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x003296/index.htm" TARGET="VMS">Fotos</a>,102.1,nein,04-000972,
40550030_40550031.01,Kaiserin-Augusta-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x003297/index.htm" TARGET="VMS">Fotos</a>,14.4,nein,04-000973,
40550032_40550020.01,Kaiserin-Augusta-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x003298/index.htm" TARGET="VMS">Fotos</a>,65.7,nein,04-000974,
40550032_40550020.01,Kaiserin-Augusta-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x003299/index.htm" TARGET="VMS">Fotos</a>,22.2,nein,04-000975,
40550032_40550020.01,Kaiserin-Augusta-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0032A4/index.htm" TARGET="VMS">Fotos</a>,16.3,nein,04-000976,
40550028_40550030.01,Kaiserin-Augusta-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0032A5/index.htm" TARGET="VMS">Fotos</a>,305.4,nein,04-000977,
40550029_40550028.01,Kaiserin-Augusta-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0032A6/index.htm" TARGET="VMS">Fotos</a>,12.7,nein,04-000978,
40550029_40550028.01,Kaiserin-Augusta-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0032A7/index.htm" TARGET="VMS">Fotos</a>,228.1,nein,04-000979,
40540025_40540021.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0032CF/index.htm" TARGET="VMS">Fotos</a>,42.6,ja,04-000994,
40540025_40540006.01,Richard-Wagner-Straße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0032D0/index.htm" TARGET="VMS">Fotos</a>,43.1,nein,04-000995,
39550012_40540025.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0032D1/index.htm" TARGET="VMS">Fotos</a>,34.4,ja,04-000996,
40550007_40540025.01,Wintersteinstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0032DF/index.htm" TARGET="VMS">Fotos</a>,39.1,nein,04-001006,
40550014_40550007.02,Wintersteinstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0032E0/index.htm" TARGET="VMS">Fotos</a>,22.8,nein,04-001007,
40550016_40550014.02,Wintersteinstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0032E1/index.htm" TARGET="VMS">Fotos</a>,200.8,nein,04-001008,
40540025_40540006.01,Richard-Wagner-Straße,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr ohne Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x003319/index.htm" TARGET="VMS">Fotos</a>,48.2,nein,04-001010,
40540025_40540006.01,Richard-Wagner-Straße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x00331A/index.htm" TARGET="VMS">Fotos</a>,15.7,nein,04-001011,
40540006_40540017.01,Richard-Wagner-Straße,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr ohne Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x00331B/index.htm" TARGET="VMS">Fotos</a>,95.3,nein,04-001012,
40540017_40540026.01,Richard-Wagner-Straße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x00331C/index.htm" TARGET="VMS">Fotos</a>,18.7,nein,04-001013,
40540017_40540026.01,Richard-Wagner-Straße,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr ohne Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x00331D/index.htm" TARGET="VMS">Fotos</a>,75.7,nein,04-001014,
40540026_40540027.01,Richard-Wagner-Straße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x00331E/index.htm" TARGET="VMS">Fotos</a>,20.1,nein,04-001015,
40540026_40540027.01,Richard-Wagner-Straße,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr ohne Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x00331F/index.htm" TARGET="VMS">Fotos</a>,129.9,nein,04-001016,
40540027_40540007.01,Richard-Wagner-Straße,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr ohne Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x003320/index.htm" TARGET="VMS">Fotos</a>,171.4,nein,04-001017,
40540027_40540007.01,Richard-Wagner-Straße,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr ohne Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x003321/index.htm" TARGET="VMS">Fotos</a>,169.6,nein,04-001018,
40540006_40540017.01,Richard-Wagner-Straße,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr ohne Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x003322/index.htm" TARGET="VMS">Fotos</a>,351.7,nein,04-001019,
40540025_40540006.01,Richard-Wagner-Straße,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x003323/index.htm" TARGET="VMS">Fotos</a>,41.4,nein,04-001020,
41550033_41550029.01,Helmholtzstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033AA/index.htm" TARGET="VMS">Fotos</a>,85.6,ja,04-001022,
41550028_41550029.01,Franklinstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033AB/index.htm" TARGET="VMS">Fotos</a>,20.8,ja,04-001023,
41550033_41550029.01,Helmholtzstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033AC/index.htm" TARGET="VMS">Fotos</a>,19.6,ja,04-001024,
41550033_41550029.01,Helmholtzstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033AD/index.htm" TARGET="VMS">Fotos</a>,31.3,ja,04-001025,
41550033_41550029.01,Helmholtzstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radfahrstreifen,Radfahrstreifen Z 295 ohne ruh.Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033AE/index.htm" TARGET="VMS">Fotos</a>,15,ja,04-001026,
41550028_41550029.01,Franklinstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radfahrstreifen,Radfahrstreifen Z 295 ohne ruh.Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033B1/index.htm" TARGET="VMS">Fotos</a>,38.7,ja,04-001027,
41540013_41550028.01,Franklinstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033B2/index.htm" TARGET="VMS">Fotos</a>,483.1,ja,04-001028,
41540013_41550028.01,Franklinstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radfahrstreifen,Radfahrstreifen Z 295 ohne ruh.Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033B3/index.htm" TARGET="VMS">Fotos</a>,29.1,ja,04-001029,
41540006_41540013.01,Marchstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033B4/index.htm" TARGET="VMS">Fotos</a>,24.3,ja,04-001030,
40550019_41540013.01,Salzufer,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033B5/index.htm" TARGET="VMS">Fotos</a>,6.2,nein,04-001031,
41540006_41540013.01,Marchstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radfahrstreifen,Radfahrstreifen Z 295 ohne ruh.Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033B6/index.htm" TARGET="VMS">Fotos</a>,48.4,ja,04-001032,
41540006_41540013.01,Marchstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033B7/index.htm" TARGET="VMS">Fotos</a>,20.2,ja,04-001033,
41540015_41540006.01,Marchstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033B8/index.htm" TARGET="VMS">Fotos</a>,116.4,nein,04-001034,
41540014_41540015.01,Marchstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033B9/index.htm" TARGET="VMS">Fotos</a>,11.1,nein,04-001035,
41540014_41540015.01,Marchstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033BA/index.htm" TARGET="VMS">Fotos</a>,165.7,nein,04-001036,
41540014_41540015.01,Marchstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004C00/0x004DAC/index.htm" TARGET="VMS">Fotos</a>,17.3,nein,04-001037,
41540023_41540014.01,Marchstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004C00/0x004DAD/index.htm" TARGET="VMS">Fotos</a>,85.7,ja,04-001038,
41540023_41540014.01,Marchstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004C00/0x004DAE/index.htm" TARGET="VMS">Fotos</a>,45.6,ja,04-001039,
41540023_41540014.01,Marchstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Bussonderfahrstreifen,Bussonderfahrstreifen Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004C00/0x004DB0/index.htm" TARGET="VMS">Fotos</a>,47.8,ja,04-001040,
41540023_41540014.01,Marchstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033BF/index.htm" TARGET="VMS">Fotos</a>,42.1,ja,04-001041,
41540015_41540006.01,Marchstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033C0/index.htm" TARGET="VMS">Fotos</a>,380.9,nein,04-001042,
41540015_41540006.01,Marchstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033C1/index.htm" TARGET="VMS">Fotos</a>,25,nein,04-001043,
41540006_41540013.01,Marchstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radfahrstreifen,Radfahrstreifen Z 295 ohne ruh.Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033C2/index.htm" TARGET="VMS">Fotos</a>,49.3,ja,04-001044,
41540013_41540025.02,Salzufer,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033C3/index.htm" TARGET="VMS">Fotos</a>,24.9,nein,04-001045,
41540013_41550028.01,Franklinstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033C4/index.htm" TARGET="VMS">Fotos</a>,22.2,ja,04-001046,
41540013_41540025.02,Salzufer,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033C5/index.htm" TARGET="VMS">Fotos</a>,23.6,nein,04-001047,
41540013_41550028.01,Franklinstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033C6/index.htm" TARGET="VMS">Fotos</a>,118.8,ja,04-001048,
41540013_41550028.01,Franklinstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033C7/index.htm" TARGET="VMS">Fotos</a>,25,ja,04-001049,
41550028_41550029.01,Franklinstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 mit ruh.Verkehr mit Begrenzung,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033C8/index.htm" TARGET="VMS">Fotos</a>,402.2,ja,04-001050,
41550028_41550029.01,Franklinstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radfahrstreifen,Radfahrstreifen Z 295 ohne ruh.Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003000/0x0033C9/index.htm" TARGET="VMS">Fotos</a>,23.3,ja,04-001051,
42540038_42540003.01,Bachstraße,Mitte,Hansaviertel,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003470/index.htm" TARGET="VMS">Fotos</a>,22.3,nein,04-001052,
42540039_42540038.01,Bachstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Schutzstreifen,Schutzstreifen Z 340 ohne ruhenden Verkehr,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003471/index.htm" TARGET="VMS">Fotos</a>,48.7,ja,04-001053,
40540025_40540021.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035F6/index.htm" TARGET="VMS">Fotos</a>,266.5,ja,04-001054,
40540021_40540023.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035F7/index.htm" TARGET="VMS">Fotos</a>,16.3,ja,04-001055,
40540021_40540023.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035F9/index.htm" TARGET="VMS">Fotos</a>,205.1,ja,04-001056,
40540023_40540011.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035FA/index.htm" TARGET="VMS">Fotos</a>,17.4,ja,04-001057,
40540023_40540011.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004C00/0x004CEB/index.htm" TARGET="VMS">Fotos</a>,107.5,ja,04-001058,
40540023_40540011.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x0035FF/index.htm" TARGET="VMS">Fotos</a>,20.2,ja,04-001059,
40540010_40540011.01,Leibnizstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003600/index.htm" TARGET="VMS">Fotos</a>,33.6,nein,04-001060,
40540011_40540024.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004C00/0x004CF0/index.htm" TARGET="VMS">Fotos</a>,17.5,ja,04-001061,
40540010_40540011.01,Leibnizstraße,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003602/index.htm" TARGET="VMS">Fotos</a>,33.3,nein,04-001062,
40540011_40540024.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003603/index.htm" TARGET="VMS">Fotos</a>,144,ja,04-001063,
40540024_41540024.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003604/index.htm" TARGET="VMS">Fotos</a>,22.5,ja,04-001064,
40540024_41540024.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004C00/0x004CF4/index.htm" TARGET="VMS">Fotos</a>,245.4,ja,04-001065,
40540024_41540024.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Geh-/Radweg baulich unterschieden,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004C00/0x004CE9/index.htm" TARGET="VMS">Fotos</a>,308.4,ja,04-001066,
40540011_40540024.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Bussonderfahrstreifen,Bussonderfahrstreifen Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003608/index.htm" TARGET="VMS">Fotos</a>,119.1,ja,04-001067,
40540011_40540024.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004C00/0x004CEA/index.htm" TARGET="VMS">Fotos</a>,129,ja,04-001068,
40540023_40540011.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Bussonderfahrstreifen,Bussonderfahrstreifen Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00360A/index.htm" TARGET="VMS">Fotos</a>,108,ja,04-001069,
40540023_40540011.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004C00/0x004CF2/index.htm" TARGET="VMS">Fotos</a>,109.4,ja,04-001070,
40540021_40540023.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004C00/0x004CF3/index.htm" TARGET="VMS">Fotos</a>,17.4,ja,04-001071,
40540021_40540023.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Bussonderfahrstreifen,Bussonderfahrstreifen Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00360D/index.htm" TARGET="VMS">Fotos</a>,214.6,ja,04-001072,
40540021_40540023.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00004C00/0x004CF1/index.htm" TARGET="VMS">Fotos</a>,213.6,ja,04-001073,
40540025_40540021.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radfahrerfurt Z 340,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x00360F/index.htm" TARGET="VMS">Fotos</a>,25.6,ja,04-001074,
40540025_40540021.01,Otto-Suhr-Allee,Charlottenburg-Wilmersdorf,Charlottenburg,Radwege,Radweg baulich getrennt,<A HREF=http://fbinter.stadt-berlin.de/fb_daten/fotos/radverkehrsanlagen/dokumente/00003400/0x003610/index.htm" TARGET="VMS">Fotos</a>,268.8,ja,04-001075,
