AnzahlDerObergeschosse,Bauart_schluessel,Bauart_bezeichnung,AAA-Beschreibung,alias,LageZurErdoberflaeche_schluessel,LageZurErdoberflaeche_bezeichnung,Gebaeudefunktion_schluessel,Gebaeudefunktion_bezeichnung,AnzahlDerUntergeschosse,Gebaeudekennzeichen,Beschreibung_schluessel,Beschreibung_bezeichnung,Strassen_schluessel,Strassen_name,PseudoNummer,LaufendeNummer,Bauweise_schluessel,Bauweise_bezeichnung,Hausnummer,Name,Hochhaus,Zustand_schluessel,Zustand_bezeichnung
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__14940,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__14944,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__14956,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__14957,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__14959,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__14964,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__14999,,,,,,,,,,,,,,,,,,,
2,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15000,,,,,,,,,,,,,,,,,,,
5,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15008,1400,Aufgeständert,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15012,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15024,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15029,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15035,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15049,,,,,,,,,,,,,,,,,,,
4,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15050,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15057,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15062,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15071,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15082,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15097,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15098,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15104,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15116,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15127,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15135,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15136,,,,,,,,,,,,,,,,,,,
8,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15141,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15148,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15152,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15164,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15168,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15173,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15185,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15190,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15194,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15196,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15199,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15202,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15204,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15205,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15208,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15209,,,,,,,,,,,,,,,,,,,
10,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15211,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15212,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15213,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15217,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15220,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15223,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15230,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15239,,,,,,,,,,,,,,,,,,,
8,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15240,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15250,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15251,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15252,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15270,,,,,,,,,,,,,,,,,,,
5,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15287,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15290,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15293,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15333,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15338,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15352,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15353,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15358,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15359,,,,,,,,,,,,,,,,,,,
7,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15365,1400,Aufgeständert,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15372,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15384,,,,,,,,,,,,,,,,,,,
4,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15385,1400,Aufgeständert,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15386,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15393,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15395,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15397,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15399,,,,,,,,,,,,,,,,,,,
,2400,Arkade,AX_Bauteil,F11__15411,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15444,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15456,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15460,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15464,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15470,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15472,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15475,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15480,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15486,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15489,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15490,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15492,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15506,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15512,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15517,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15518,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15528,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15550,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15561,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15569,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15579,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15601,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15609,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15610,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15634,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15648,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15651,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15653,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15654,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15662,,,,,,,,,,,,,,,,,,,
9,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15678,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15681,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15684,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15703,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15705,,,,,,,,,,,,,,,,,,,
14,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15706,1400,Aufgeständert,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15710,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15712,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15725,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15738,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15754,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15756,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15765,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15779,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15786,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15792,,,,,,,,,,,,,,,,,,,
2,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15799,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15800,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15809,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15813,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__15829,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15836,,,,,,,,,,,,,,,,,,,
5,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15860,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15874,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15884,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15893,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15903,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15907,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15908,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15917,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15922,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15925,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15934,,,,,,,,,,,,,,,,,,,
8,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15935,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15946,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15947,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__15968,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15972,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__15978,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15980,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15983,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__15988,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16010,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16013,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16018,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16032,,,,,,,,,,,,,,,,,,,
18,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16033,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16035,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16038,,,,,,,,,,,,,,,,,,,
3,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16061,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__16064,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16070,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16088,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16091,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16092,,,,,,,,,,,,,,,,,,,
9,1300,Hochhausgebäudeteil,AX_Bauteil,F11__16096,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16102,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16108,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16121,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16126,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16134,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16141,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16144,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16166,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16169,,,,,,,,,,,,,,,,,,,
10,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16185,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16188,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16190,,,,,,,,,,,,,,,,,,,
7,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16195,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__16209,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16210,,,,,,,,,,,,,,,,,,,
16,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16223,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16240,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16244,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16246,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16248,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16256,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16259,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16260,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16262,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16272,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__16275,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16287,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16288,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__16316,,,,,,,,,,,,,,,,,,,
,2300,Loggia,AX_Bauteil,F11__16325,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16326,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16334,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16336,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__16341,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__16359,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16365,,,,,,,,,,,,,,,,,,,
4,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16372,1400,Aufgeständert,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16379,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16393,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16410,,,,,,,,,,,,,,,,,,,
6,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16411,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16412,,,,,,,,,,,,,,,,,,,
10,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16413,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16429,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16443,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16448,,,,,,,,,,,,,,,,,,,
,2400,Arkade,AX_Bauteil,F11__16450,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16490,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16502,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16508,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16515,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__16519,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16528,,,,,,,,,,,,,,,,,,,
1,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16529,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16537,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16541,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16546,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16552,,,,,,,,,,,,,,,,,,,
5,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16566,,,,,,,,,,,,,,,,,,,
6,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16571,,,,,,,,,,,,,,,,,,,
1,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16589,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__16595,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16596,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16599,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16601,,,,,,,,,,,,,,,,,,,
,2400,Arkade,AX_Bauteil,F11__16602,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16608,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16616,,,,,,,,,,,,,,,,,,,
7,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16621,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16625,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__16637,,,,,,,,,,,,,,,,,,,
,2710,Schornstein im Gebäude,AX_Bauteil,F11__16657,,,,,,,,,,,,,,,,,,,
14,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16658,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16665,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16668,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16675,,,,,,,,,,,,,,,,,,,
14,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16677,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16682,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16684,,,,,,,,,,,,,,,,,,,
,2710,Schornstein im Gebäude,AX_Bauteil,F11__16685,,,,,,,,,,,,,,,,,,,
5,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16694,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16698,,,,,,,,,,,,,,,,,,,
1,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16701,,,,,,,,,,,,,,,,,,,
,9999,Sonstiges,AX_Bauteil,F11__16706,,,,,,,,,,,,,,,,,,,
,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16714,,,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16719,,,,,,,,,,,,,,,,,,,
,2610,Durchfahrt im Gebäude,AX_Bauteil,F11__16723,,,,,,,,,,,,,,,,,,,
3,2500,Auskragende/zurückspringende Geschosse,AX_Bauteil,F11__16724,1400,Aufgeständert,,,,,,,,,,,,,,,,,
2,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16737,,,,,,,,,,,,,,,,,,,
4,1100,Geringergeschossiger Gebäudeteil,AX_Bauteil,F11__16744,,,,,,,,,,,,,,,,,,,
